fecha,turno,linea,sku,molde,cavidad,lote_resina,peso_g,peso_objetivo_g,veredicto
2026-05-13,noche,L2,TAP-38,M-04,12,R-P0036,3.146,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,15,R-P0036,3.107,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,8,R-P0036,3.236,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,13,R-P0036,3.156,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,2,R-P0036,3.128,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,13,R-P0036,3.08,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,9,R-P0036,3.127,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,1,R-P0036,3.218,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,5,R-P0036,3.125,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,14,R-P0036,3.119,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,1,R-P0036,3.159,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,10,R-P0036,3.126,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,9,R-P0036,3.095,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,15,R-P0036,3.155,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,12,R-P0036,3.111,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,5,R-P0036,3.112,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,3,R-P0036,3.195,3.1,conforme
2026-05-13,noche,L2,TAP-38,M-04,3,R-P0036,3.209,3.1,conforme
2026-05-14,mañana,L3,ENV-500,M-12,1,R-P0036,24.348,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,6,R-P0036,24.694,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,5,R-P0036,24.683,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,2,R-P0036,24.539,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,1,R-P0036,24.736,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,1,R-P0036,24.928,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,8,R-P0036,24.215,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,7,R-P0036,24.476,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,7,R-P0036,24.556,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,8,R-P0036,24.787,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,7,R-P0036,24.753,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,4,R-P0036,24.656,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,6,R-P0036,24.505,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,1,R-P0036,24.557,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,8,R-P0036,24.143,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,4,R-P0036,24.281,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,4,R-P0036,24.785,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,7,R-P0036,24.545,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,4,R-P0036,23.885,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,2,R-P0036,24.981,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,2,R-P0036,25.146,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,3,R-P0036,24.603,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,2,R-P0036,24.422,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,6,R-P0036,24.47,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,1,R-P0036,24.785,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,8,R-P0036,24.501,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,7,R-P0036,24.58,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,7,R-P0036,24.347,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,2,R-P0036,24.606,24.5,conforme
2026-05-14,mañana,L3,ENV-500,M-12,3,R-P0036,24.861,24.5,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,5,R-P0036,38.221,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,6,R-P0036,37.664,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,2,R-P0036,38.723,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,3,R-P0036,37.49,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,2,R-P0036,37.887,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,1,R-P0036,38.499,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,2,R-P0036,38.349,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,6,R-P0036,38.648,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,3,R-P0036,39.546,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,5,R-P0036,37.664,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,2,R-P0036,38.338,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,4,R-P0036,37.722,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,1,R-P0036,39.061,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,3,R-P0036,38.191,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,6,R-P0036,38.136,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,6,R-P0036,38.441,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,6,R-P0036,38.553,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,5,R-P0036,37.523,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,3,R-P0036,37.564,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,6,R-P0036,38.899,38.2,conforme
2026-05-14,tarde,L1,ENV-1000,M-18,6,R-P0036,38.74,38.2,conforme
2026-05-14,tarde,L2,TAP-38,M-04,3,R-P0036,3.108,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,2,R-P0036,3.074,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,9,R-P0036,3.13,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,12,R-P0036,3.153,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,12,R-P0036,3.069,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,1,R-P0036,3.111,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,8,R-P0036,3.182,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,8,R-P0036,3.124,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,12,R-P0036,3.114,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,15,R-P0036,3.141,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,12,R-P0036,3.124,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,4,R-P0036,3.135,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,14,R-P0036,3.162,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,4,R-P0036,3.145,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,7,R-P0036,3.148,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,1,R-P0036,3.091,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,16,R-P0036,3.14,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,15,R-P0036,3.137,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,14,R-P0036,3.071,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,2,R-P0036,3.154,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,10,R-P0036,3.165,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,13,R-P0036,3.072,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,1,R-P0036,3.102,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,7,R-P0036,3.148,3.1,conforme
2026-05-14,tarde,L2,TAP-38,M-04,15,R-P0036,3.094,3.1,conforme
2026-05-14,tarde,L3,ENV-500,M-12,4,R-P0036,24.753,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,6,R-P0036,24.292,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,4,R-P0036,24.526,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,6,R-P0036,25.058,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,4,R-P0036,24.607,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,2,R-P0036,25.318,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,6,R-P0036,24.635,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,1,R-P0036,24.386,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,2,R-P0036,24.583,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,3,R-P0036,24.831,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,8,R-P0036,22.965,24.5,no conforme
2026-05-14,tarde,L3,ENV-500,M-12,8,R-P0036,24.326,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,8,R-P0036,24.541,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,1,R-P0036,24.306,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,7,R-P0036,24.141,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,6,R-P0036,24.906,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,4,R-P0036,24.223,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,2,R-P0036,24.225,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,7,R-P0036,24.419,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,6,R-P0036,24.413,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,5,R-P0036,23.89,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,3,R-P0036,24.534,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,7,R-P0036,24.076,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,5,R-P0036,24.607,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,2,R-P0036,24.552,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,3,R-P0036,24.242,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,7,R-P0036,24.496,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,1,R-P0036,24.789,24.5,conforme
2026-05-14,tarde,L3,ENV-500,M-12,4,R-P0036,24.225,24.5,conforme
2026-05-14,noche,L1,ENV-1000,M-18,6,R-P0036,38.066,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,3,R-P0036,37.091,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,6,R-P0036,38.008,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,5,R-P0036,38.651,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,4,R-P0036,36.341,38.2,no conforme
2026-05-14,noche,L1,ENV-1000,M-18,2,R-P0036,38.153,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,6,R-P0036,38.25,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,2,R-P0036,38.14,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,5,R-P0036,38.565,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,4,R-P0036,36.981,38.2,no conforme
2026-05-14,noche,L1,ENV-1000,M-18,4,R-P0036,37.346,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,5,R-P0036,38.346,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,4,R-P0036,38.443,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,1,R-P0036,37.234,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,1,R-P0036,38.624,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,3,R-P0036,38.405,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,6,R-P0036,37.913,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,1,R-P0036,37.933,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,5,R-P0036,36.122,38.2,no conforme
2026-05-14,noche,L1,ENV-1000,M-18,6,R-P0036,38.795,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,4,R-P0036,38.042,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,2,R-P0036,38.695,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,1,R-P0036,38.388,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,6,R-P0036,38.189,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,6,R-P0036,37.373,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,4,R-P0036,37.805,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,1,R-P0036,38.289,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,5,R-P0036,38.522,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,2,R-P0036,37.928,38.2,conforme
2026-05-14,noche,L1,ENV-1000,M-18,1,R-P0036,38.131,38.2,conforme
2026-05-14,noche,L3,ENV-500,M-12,4,R-P0036,24.234,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,1,R-P0036,23.972,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,4,R-P0036,24.166,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,8,R-P0036,24.691,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,5,R-P0036,24.452,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,2,R-P0036,24.708,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,7,R-P0036,24.726,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,1,R-P0036,24.471,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,1,R-P0036,24.598,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,1,R-P0036,24.315,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,2,R-P0036,24.829,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,7,R-P0036,24.564,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,5,R-P0036,24.975,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,6,R-P0036,24.556,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,4,R-P0036,24.386,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,6,R-P0036,24.869,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,8,R-P0036,24.711,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,8,R-P0036,24.764,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,3,R-P0036,24.003,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,3,R-P0036,24.161,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,7,R-P0036,24.405,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,3,R-P0036,24.548,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,4,R-P0036,24.53,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,7,R-P0036,24.963,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,1,R-P0036,24.886,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,4,R-P0036,24.289,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,2,R-P0036,24.603,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,3,R-P0036,24.838,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,7,R-P0036,24.549,24.5,conforme
2026-05-14,noche,L3,ENV-500,M-12,3,R-P0036,24.474,24.5,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,6,R-P0036,38.757,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,5,R-P0036,38.316,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,6,R-P0036,38.407,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,6,R-P0036,38.778,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,5,R-P0036,37.402,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,3,R-P0036,37.635,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,4,R-P0036,37.735,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,2,R-P0036,38.113,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,4,R-P0036,37.841,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,2,R-P0036,38.233,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,3,R-P0036,37.52,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,6,R-P0036,38.232,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,3,R-P0036,37.598,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,1,R-P0036,38.63,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,6,R-P0036,37.659,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,5,R-P0036,37.839,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,5,R-P0036,38.877,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,2,R-P0036,38.319,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,5,R-P0036,38.278,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,1,R-P0036,37.905,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,2,R-P0036,38.292,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,4,R-P0036,37.941,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,4,R-P0036,38.224,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,2,R-P0036,37.838,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,3,R-P0036,38.3,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,2,R-P0036,38.628,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,4,R-P0036,38.474,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,6,R-P0036,38.446,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,4,R-P0036,38.248,38.2,conforme
2026-05-15,mañana,L1,ENV-1000,M-18,2,R-P0036,38.829,38.2,conforme
2026-05-15,mañana,L3,ENV-500,M-12,8,R-P0036,24.423,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,7,R-P0036,24.501,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,5,R-P0036,25.05,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,3,R-P0036,24.602,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,8,R-P0036,24.53,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,5,R-P0036,24.778,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,2,R-P0036,25.099,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,2,R-P0036,24.491,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,5,R-P0036,24.389,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,3,R-P0036,25.004,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,6,R-P0036,24.758,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,3,R-P0036,24.926,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,6,R-P0036,24.771,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,2,R-P0036,24.609,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,5,R-P0036,24.392,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,4,R-P0036,23.918,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,8,R-P0036,24.572,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,7,R-P0036,24.933,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,2,R-P0036,24.533,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,8,R-P0036,24.435,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,6,R-P0036,24.805,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,7,R-P0036,24.236,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,8,R-P0036,24.845,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,3,R-P0036,23.925,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,3,R-P0036,24.727,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,7,R-P0036,24.661,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,5,R-P0036,24.751,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,3,R-P0036,24.551,24.5,conforme
2026-05-15,mañana,L3,ENV-500,M-12,2,R-P0036,24.204,24.5,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,1,R-P0036,37.718,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,6,R-P0036,38.456,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,3,R-P0036,38.728,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,6,R-P0036,37.585,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,1,R-P0036,38.442,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,5,R-P0036,37.959,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,2,R-P0036,38.659,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,1,R-P0036,37.784,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,3,R-P0036,38.222,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,2,R-P0036,38.292,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,2,R-P0036,38.499,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,2,R-P0036,38.919,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,6,R-P0036,38.087,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,4,R-P0036,37.669,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,1,R-P0036,38.43,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,2,R-P0036,38.252,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,5,R-P0036,37.99,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,1,R-P0036,38.23,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,2,R-P0036,37.451,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,6,R-P0036,38.455,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,3,R-P0036,38.2,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,5,R-P0036,38.192,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,6,R-P0036,38.995,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,2,R-P0036,38.017,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,3,R-P0036,37.423,38.2,conforme
2026-05-15,tarde,L1,ENV-1000,M-18,1,R-P0036,38.462,38.2,conforme
2026-05-15,tarde,L2,BAN-250,M-09,8,R-P0037,12.713,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,9,R-P0037,12.542,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,4,R-P0037,12.668,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,5,R-P0037,12.63,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,11,R-P0037,12.883,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,3,R-P0037,12.566,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,11,R-P0037,12.719,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,9,R-P0037,12.636,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,8,R-P0037,12.471,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,9,R-P0037,12.883,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,4,R-P0037,12.986,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,10,R-P0037,12.849,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,7,R-P0037,13.657,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,4,R-P0037,12.839,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,9,R-P0037,12.531,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,10,R-P0037,12.821,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,8,R-P0037,12.715,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,12,R-P0037,12.539,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,12,R-P0037,12.688,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,12,R-P0037,12.749,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,6,R-P0037,12.878,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,4,R-P0037,12.653,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,12,R-P0037,12.753,12.7,conforme
2026-05-15,tarde,L2,BAN-250,M-09,3,R-P0037,12.923,12.7,conforme
2026-05-15,tarde,L3,ENV-500,M-12,7,R-P0037,23.624,24.5,no conforme
2026-05-15,tarde,L3,ENV-500,M-12,8,R-P0037,24.594,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,7,R-P0037,24.725,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,7,R-P0037,24.647,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,6,R-P0037,24.472,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,7,R-P0037,25.052,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,6,R-P0037,24.732,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,2,R-P0037,24.542,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,1,R-P0037,24.819,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,2,R-P0037,24.784,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,7,R-P0037,24.565,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,8,R-P0037,24.336,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,4,R-P0037,24.84,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,7,R-P0037,24.254,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,1,R-P0037,24.228,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,3,R-P0037,24.716,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,5,R-P0037,25.018,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,8,R-P0037,24.634,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,8,R-P0037,24.52,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,2,R-P0037,24.922,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,2,R-P0037,24.419,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,1,R-P0037,24.523,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,1,R-P0037,24.151,24.5,conforme
2026-05-15,tarde,L3,ENV-500,M-12,4,R-P0037,24.497,24.5,conforme
