planta,fecha,turno,linea,sku,lote_resina,kg_consumida,kg_scrap,unidades_producidas,unidades_rechazadas,cambios_molde,cambios_color,paro_no_programado_min,arranque_post_mantenimiento,nota_supervisor
Envases del Pacífico S.A.S.,2026-04-08,tarde,L1,ENV-500,R-P0022,506.7,14.39,19234,365,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-08,tarde,L2,TAP-38,R-P0022,543.73,14.5,169363,3017,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-08,tarde,L3,ENV-500,R-P0022,630.66,26.08,24742,694,0,1,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-08,noche,L1,ENV-500,R-P0022,738.46,25.77,27770,653,0,0,0,1,producción estable
Envases del Pacífico S.A.S.,2026-04-09,mañana,L1,ENV-500,R-P0022,413.37,15.24,15574,387,0,1,67,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-09,mañana,L2,BAN-250,R-P0022,409.59,14.13,30888,717,1,0,0,0,"primeras cajas con rebaba, hubo que purgar más de lo normal"
Envases del Pacífico S.A.S.,2026-04-09,mañana,L3,GAL-3800,R-P0022,562.91,19.23,5592,129,1,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-09,tarde,L2,BAN-250,R-P0022,642.64,16.95,49141,866,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-09,noche,L1,ENV-500,R-P0022,640.46,16.91,24451,431,0,0,85,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-09,noche,L3,GAL-3800,R-P0022,445.69,10.12,4466,67,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-10,mañana,L1,ENV-500,R-P0022,595.55,15.73,22688,400,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-10,mañana,L2,BAN-250,R-P0022,724.73,17.22,55292,875,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-10,mañana,L3,GAL-3800,R-P0022,513.31,18.54,5097,124,0,0,71,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-10,tarde,L1,ENV-500,R-P0022,619.42,15.89,23560,403,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-10,tarde,L2,BAN-250,R-P0022,721.18,17.46,54470,879,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-10,tarde,L3,GAL-3800,R-P0022,480.96,15.3,4776,102,0,0,53,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-10,noche,L1,ENV-500,R-P0022,442.25,10.35,16874,263,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-10,noche,L2,BAN-250,R-P0022,609.2,14.69,46330,744,0,0,25,0,turno normal
Envases del Pacífico S.A.S.,2026-04-10,noche,L3,GAL-3800,R-P0023,345.69,13.37,3402,89,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-11,mañana,L2,BAN-250,R-P0023,510.06,22.94,38108,1166,0,1,49,1,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-11,mañana,L3,GAL-3800,R-P0023,574.51,19.37,5680,129,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-11,tarde,L1,ENV-500,R-P0023,577.29,9.88,22181,251,0,0,0,1,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-11,tarde,L2,BAN-250,R-P0023,713.65,16.37,54644,834,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-11,tarde,L3,GAL-3800,R-P0023,580.33,15.55,5822,104,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-11,noche,L3,GAL-3800,R-P0023,643.66,19.68,6427,132,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-12,mañana,L2,BAN-250,R-P0023,593.99,14.98,45224,760,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-12,mañana,L3,GAL-3800,R-P0023,678.01,18.88,6785,126,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-12,tarde,L1,ENV-500,R-P0023,601.88,19.34,22735,491,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-12,tarde,L3,GAL-3800,R-P0023,674.2,18.98,6744,127,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-12,noche,L1,ENV-500,R-P0023,636.68,19.03,23992,481,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-12,noche,L3,GAL-3800,R-P0023,573.17,15.11,5712,101,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-13,mañana,L1,ENV-500,R-P0023,574.64,20.54,21536,519,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-13,mañana,L2,BAN-250,R-P0023,544.49,9.62,41962,490,0,0,71,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-13,tarde,L1,ENV-500,R-P0023,530.75,15.09,20093,382,0,0,50,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-13,tarde,L2,BAN-250,R-P0023,527.06,18.39,39918,938,0,0,17,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-13,tarde,L3,GAL-3800,R-P0023,513.43,16.06,5130,108,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-13,noche,L1,ENV-500,R-P0023,490.43,12.9,18572,326,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-13,noche,L2,BAN-250,R-P0023,643.24,21.68,48970,1110,0,0,82,1,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-13,noche,L3,GAL-3800,R-P0023,524.59,17.56,5197,117,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-14,mañana,L3,ENV-500,R-P0023,495.25,23.21,19311,617,1,0,67,1,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-14,tarde,L1,ENV-1000,R-P0023,640.68,20.27,16245,345,1,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-14,tarde,L3,ENV-500,R-P0023,551.2,15.02,21820,397,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-14,noche,L1,ENV-1000,R-P0023,606.8,16.34,15443,278,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-14,noche,L3,ENV-500,R-P0024,576.71,15.87,22862,421,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-15,mañana,L1,ENV-1000,R-P0024,571.29,15.7,14521,267,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-15,mañana,L2,BAN-250,R-P0024,593.24,17.54,44511,882,0,0,0,0,"primeras cajas con rebaba, hubo que purgar más de lo normal"
Envases del Pacífico S.A.S.,2026-04-15,tarde,L1,ENV-1000,R-P0024,582.28,15.16,14879,258,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-15,tarde,L2,BAN-250,R-P0024,435.73,14.0,32739,706,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-15,tarde,L3,ENV-500,R-P0024,649.27,23.81,25571,633,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-15,noche,L1,ENV-1000,R-P0024,602.57,20.98,15249,357,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-15,noche,L2,BAN-250,R-P0024,509.35,19.0,38589,972,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-16,tarde,L1,ENV-1000,R-P0024,772.69,21.4,19668,364,0,0,0,0,"molde tibio al inicio, se estabilizó pasada la media hora"
Envases del Pacífico S.A.S.,2026-04-16,tarde,L2,TAP-38,R-P0024,562.71,22.64,172334,4696,1,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-16,tarde,L3,ENV-500,R-P0024,599.76,21.68,23506,573,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-16,noche,L1,ENV-1000,R-P0024,663.4,13.23,17002,225,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-16,noche,L2,TAP-38,R-P0024,805.87,22.76,250653,4735,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-16,noche,L3,ENV-500,R-P0024,576.59,11.29,23088,300,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-17,mañana,L1,ENV-1000,R-P0024,449.16,9.98,11496,170,0,0,33,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-17,mañana,L2,TAP-38,R-P0024,515.06,11.38,161094,2366,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-17,mañana,L3,ENV-500,R-P0024,472.17,12.39,18742,328,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-17,tarde,L1,ENV-1000,R-P0024,583.23,20.45,14727,348,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-17,tarde,L2,TAP-38,R-P0024,542.95,16.43,168976,3427,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-17,noche,L1,ENV-1000,R-P0025,598.96,14.25,15351,243,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-17,noche,L2,TAP-38,R-P0025,479.22,10.47,149972,2177,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-17,noche,L3,ENV-500,R-P0025,698.0,16.62,27874,442,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-18,mañana,L1,ENV-1000,R-P0025,486.18,11.29,12459,193,0,0,45,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-18,mañana,L2,TAP-38,R-P0025,594.91,17.37,185019,3618,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-18,mañana,L3,GAL-3800,R-P0026,558.72,23.71,5500,158,1,0,67,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-18,tarde,L1,ENV-1000,R-P0026,491.11,16.46,12410,280,0,0,47,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-18,tarde,L2,TAP-38,R-P0026,478.39,11.09,149811,2311,0,0,47,0,producción estable
Envases del Pacífico S.A.S.,2026-04-18,tarde,L3,GAL-3800,R-P0026,357.62,9.11,3584,61,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-18,noche,L2,TAP-38,R-P0026,765.63,30.5,235207,6343,0,1,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-04-18,noche,L3,GAL-3800,R-P0026,676.59,20.26,6733,135,0,0,64,0,producción estable
Envases del Pacífico S.A.S.,2026-04-19,mañana,L2,TAP-38,R-P0026,517.56,17.78,159465,3687,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-19,tarde,L1,ENV-500,R-P0026,596.54,22.03,22272,555,1,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-19,tarde,L2,TAP-38,R-P0026,589.5,18.19,182463,3777,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-19,tarde,L3,GAL-3800,R-P0026,421.38,14.93,4182,100,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-19,noche,L1,ENV-500,R-P0026,502.29,17.54,18831,443,0,1,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-19,noche,L2,TAP-38,R-P0026,547.77,13.73,170906,2857,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-20,mañana,L1,ENV-500,R-P0026,618.85,13.73,23625,348,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-20,mañana,L2,TAP-38,R-P0026,681.88,16.26,212239,3370,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-20,mañana,L3,GAL-3800,R-P0026,504.57,17.79,5030,119,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-20,tarde,L1,ENV-500,R-P0026,627.39,14.91,23774,376,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-20,tarde,L2,TAP-38,R-P0027,716.81,17.16,225285,3592,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-20,noche,L1,ENV-500,R-P0027,539.41,13.36,20361,336,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-20,noche,L3,GAL-3800,R-P0027,462.97,14.16,4615,95,0,0,24,0,"arranque con el molde frío, mucha rebaba en las primeras cajas"
Envases del Pacífico S.A.S.,2026-04-21,mañana,L1,ENV-500,R-P0027,521.32,16.36,19602,413,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-21,mañana,L2,TAP-38,R-P0027,511.42,13.9,158972,2887,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-21,mañana,L3,GAL-3800,R-P0027,711.26,17.7,7108,118,0,0,85,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-21,tarde,L1,ENV-500,R-P0027,518.76,11.95,19742,303,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-21,tarde,L2,TAP-38,R-P0027,347.43,10.35,107498,2145,0,0,0,1,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-21,tarde,L3,GAL-3800,R-P0027,362.85,12.04,3624,81,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-21,noche,L2,TAP-38,R-P0027,640.54,15.97,199145,3310,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-22,mañana,L2,TAP-38,R-P0027,550.54,18.56,171331,3884,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-22,mañana,L3,GAL-3800,R-P0027,477.89,13.84,4775,93,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-22,tarde,L1,ENV-500,R-P0027,474.91,11.94,17975,301,0,0,43,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-22,tarde,L2,TAP-38,R-P0027,586.67,19.42,180853,4024,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-22,tarde,L3,GAL-3800,R-P0027,672.66,18.38,6752,123,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-22,noche,L2,TAP-38,R-P0027,496.91,12.86,154188,2663,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-22,noche,L3,GAL-3800,R-P0027,696.0,21.75,6916,145,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-23,mañana,L1,ENV-500,R-P0028,591.15,13.84,22221,346,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-23,mañana,L2,BAN-250,R-P0028,507.01,18.71,38344,955,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-23,tarde,L2,BAN-250,R-P0028,442.12,10.73,33677,545,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-23,tarde,L3,GAL-3800,R-P0028,436.3,11.26,4368,75,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-23,noche,L1,ENV-500,R-P0028,635.63,21.22,23765,533,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-23,noche,L2,BAN-250,R-P0028,513.08,18.73,38913,958,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-23,noche,L3,GAL-3800,R-P0028,542.21,16.99,5392,113,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-24,mañana,L2,BAN-250,R-P0028,646.27,19.82,48974,1007,0,0,21,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-24,mañana,L3,GAL-3800,R-P0028,692.31,21.9,6883,146,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-04-24,tarde,L2,BAN-250,R-P0028,713.51,15.94,54498,810,0,0,54,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-24,noche,L1,ENV-500,R-P0028,415.45,12.25,15575,308,0,0,78,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-24,noche,L2,BAN-250,R-P0028,568.61,12.44,43334,630,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-24,noche,L3,GAL-3800,R-P0028,686.71,22.41,6816,150,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-25,mañana,L1,ENV-500,R-P0028,557.12,15.81,20848,396,0,0,0,0,"arranque con el molde frío, mucha rebaba en las primeras cajas"
Envases del Pacífico S.A.S.,2026-04-25,mañana,L3,GAL-3800,R-P0028,705.67,24.92,6999,167,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-04-25,tarde,L1,ENV-500,R-P0028,431.67,12.77,16168,320,0,0,71,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-25,tarde,L2,BAN-250,R-P0029,462.03,13.69,35131,697,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-25,tarde,L3,GAL-3800,R-P0029,590.51,22.11,5856,148,0,1,0,1,sin novedad
Envases del Pacífico S.A.S.,2026-04-25,noche,L1,ENV-500,R-P0029,508.98,17.62,19010,443,0,0,55,0,turno normal
Envases del Pacífico S.A.S.,2026-04-26,mañana,L1,ENV-1000,R-P0029,314.04,13.86,7875,236,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-26,mañana,L2,BAN-250,R-P0029,517.89,18.17,38865,918,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-26,mañana,L3,ENV-500,R-P0029,444.46,15.68,17563,418,1,0,32,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-26,tarde,L1,ENV-1000,R-P0029,488.55,15.08,12416,257,0,0,80,1,sin novedad
Envases del Pacífico S.A.S.,2026-04-26,tarde,L2,BAN-250,R-P0029,568.82,13.26,42969,667,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-26,tarde,L3,ENV-500,R-P0029,477.62,13.04,18920,345,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-26,noche,L1,ENV-1000,R-P0029,428.66,13.97,10869,238,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-26,noche,L2,BAN-250,R-P0029,604.08,20.27,45901,1036,0,0,63,0,turno normal
Envases del Pacífico S.A.S.,2026-04-27,mañana,L2,BAN-250,R-P0029,689.4,21.87,52573,1120,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-04-27,mañana,L3,ENV-500,R-P0029,389.11,12.39,15258,326,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-27,tarde,L1,ENV-1000,R-P0029,460.01,13.44,11667,228,0,0,88,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-27,tarde,L2,BAN-250,R-P0029,357.91,9.66,26893,485,0,0,0,0,"molde tibio al inicio, se estabilizó pasada la media hora"
Envases del Pacífico S.A.S.,2026-04-27,tarde,L3,ENV-500,R-P0029,403.3,13.71,15857,363,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-28,mañana,L2,BAN-250,R-P0029,609.29,17.44,46331,887,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-28,tarde,L3,ENV-500,R-P0029,558.76,17.91,22120,476,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-28,noche,L1,ENV-1000,R-P0030,475.02,13.72,12063,233,0,0,31,0,producción estable
Envases del Pacífico S.A.S.,2026-04-28,noche,L2,BAN-250,R-P0030,466.19,12.33,35504,627,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-29,mañana,L2,TAP-38,R-P0030,416.68,17.02,127213,3522,1,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-29,mañana,L3,ENV-500,R-P0030,632.8,19.03,25090,506,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-29,tarde,L1,ENV-1000,R-P0030,630.13,20.46,15948,348,0,0,27,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-29,tarde,L3,ENV-500,R-P0031,435.29,17.6,17089,468,0,1,91,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-29,noche,L2,TAP-38,R-P0031,514.71,15.81,159950,3295,0,0,92,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-29,noche,L3,ENV-500,R-P0031,511.89,15.33,20242,406,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-30,mañana,L1,ENV-1000,R-P0031,571.29,14.15,14558,240,0,0,70,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-04-30,mañana,L2,TAP-38,R-P0031,618.7,24.36,189437,5046,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-30,mañana,L3,ENV-500,R-P0031,705.89,16.59,28024,438,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-04-30,tarde,L1,ENV-1000,R-P0031,560.81,17.69,14247,302,0,0,0,0,"molde tibio al inicio, se estabilizó pasada la media hora"
Envases del Pacífico S.A.S.,2026-04-30,tarde,L2,TAP-38,R-P0031,715.7,19.87,223646,4151,0,0,84,0,sin novedad
Envases del Pacífico S.A.S.,2026-04-30,noche,L1,ENV-1000,R-P0031,629.03,20.9,15936,356,0,0,83,0,turno normal
Envases del Pacífico S.A.S.,2026-04-30,noche,L2,TAP-38,R-P0031,473.55,10.56,147852,2191,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-01,mañana,L1,ENV-1000,R-P0031,549.8,16.18,13996,276,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-01,mañana,L2,TAP-38,R-P0031,579.74,20.58,178793,4278,0,1,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-01,mañana,L3,ENV-500,R-P0031,568.39,14.15,22715,377,0,0,76,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-01,tarde,L1,ENV-1000,R-P0031,642.67,21.31,16335,364,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-01,noche,L1,ENV-1000,R-P0031,574.09,17.29,14564,294,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-01,noche,L2,TAP-38,R-P0031,587.8,12.36,183022,2554,0,0,28,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-01,noche,L3,ENV-500,R-P0031,728.71,26.32,28671,698,0,0,47,1,turno normal
Envases del Pacífico S.A.S.,2026-05-02,mañana,L2,BAN-250,R-P0032,572.3,24.06,42975,1226,1,0,39,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-02,mañana,L3,ENV-500,R-P0032,481.65,13.58,19084,360,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-02,tarde,L1,ENV-1000,R-P0032,557.29,21.11,14083,360,0,1,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-02,tarde,L2,BAN-250,R-P0032,572.78,15.61,43521,793,0,0,75,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-02,tarde,L3,ENV-500,R-P0032,459.07,16.75,18054,444,0,0,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-02,noche,L2,BAN-250,R-P0032,586.47,20.84,44226,1059,0,1,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-02,noche,L3,ENV-500,R-P0032,506.21,14.82,19966,391,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-03,mañana,L3,GAL-3800,R-P0032,606.41,21.92,6026,147,1,0,81,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-03,tarde,L1,ENV-500,R-P0032,400.66,12.51,14876,312,1,0,23,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-03,tarde,L2,BAN-250,R-P0032,464.82,14.61,35069,740,0,0,48,0,turno normal
Envases del Pacífico S.A.S.,2026-05-03,noche,L1,ENV-500,R-P0032,466.24,11.61,17496,291,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-03,noche,L2,BAN-250,R-P0032,588.33,16.14,44946,824,0,0,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-04,mañana,L1,ENV-500,R-P0032,599.51,16.06,22325,400,0,0,68,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-04,mañana,L2,BAN-250,R-P0032,536.7,14.13,40536,712,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-04,mañana,L3,GAL-3800,R-P0032,592.63,15.9,5947,107,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-04,tarde,L1,ENV-500,R-P0032,511.59,12.09,19214,302,0,0,77,0,"partimos en frío, las primeras bandejas se fueron a reproceso"
Envases del Pacífico S.A.S.,2026-05-04,noche,L2,BAN-250,R-P0032,557.35,16.67,42389,850,0,0,0,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-05,mañana,L1,ENV-500,R-P0032,644.9,13.49,24261,337,0,0,14,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-05,mañana,L3,GAL-3800,R-P0033,708.73,18.97,7082,127,0,0,0,0,se ajustó dosificación a media jornada
Envases del Pacífico S.A.S.,2026-05-05,tarde,L1,ENV-500,R-P0033,549.64,18.78,20284,466,0,1,0,0,producción estable
Envases del Pacífico S.A.S.,2026-05-05,tarde,L3,GAL-3800,R-P0033,482.29,15.75,4789,105,0,0,26,1,sin novedad
Envases del Pacífico S.A.S.,2026-05-05,noche,L2,BAN-250,R-P0033,630.95,21.4,47861,1092,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-06,mañana,L2,BAN-250,R-P0033,511.86,19.82,38382,1005,0,1,0,0,"cambio de color programado, sin contratiempos"
Envases del Pacífico S.A.S.,2026-05-06,mañana,L3,GAL-3800,R-P0033,549.89,15.4,5482,103,0,0,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-06,tarde,L1,ENV-500,R-P0033,677.48,15.35,25461,384,0,0,59,0,sin novedad
Envases del Pacífico S.A.S.,2026-05-06,noche,L1,ENV-500,R-P0033,495.7,17.77,18382,444,0,1,0,0,turno normal
Envases del Pacífico S.A.S.,2026-05-06,noche,L2,BAN-250,R-P0033,602.79,16.04,46194,821,0,0,24,0,turno normal
Envases del Pacífico S.A.S.,2026-05-07,mañana,L1,ENV-500,R-P0033,582.41,12.25,21839,305,0,0,0,0,"operación normal, se repuso resina a mitad de turno"
Envases del Pacífico S.A.S.,2026-05-07,mañana,L2,TAP-38,R-P0033,479.87,19.46,147082,4042,1,0,0,0,sin novedad
