fecha,hora,turno,linea,sku,origen,tipo_evento,descripcion,firmado_por
2026-04-30,21:14,tarde,L1,ENV-1000,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",C. Ramírez
2026-04-30,23:23,noche,L2,TAP-38,Bitácora,Paro no programado,paro por atasco en la banda de salida,L. Betancur
2026-04-30,23:53,noche,L2,TAP-38,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-04-30,23:56,noche,L1,ENV-1000,Bitácora,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-05-01,00:32,noche,L2,TAP-38,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,J. Peláez
2026-05-01,01:15,noche,L1,ENV-1000,HMI,Alarma HMI,falla de sensor de posición del husillo,A. Quintero
2026-05-01,01:47,noche,L3,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-05-01,02:52,noche,L2,TAP-38,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,C. Ramírez
2026-05-01,02:59,noche,L1,ENV-1000,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",A. Quintero
2026-05-01,03:42,noche,L2,TAP-38,HMI,Paro no programado,paro eléctrico breve,L. Betancur
2026-05-01,04:06,noche,L3,ENV-500,HMI,Arranque de turno,arranque normal del equipo,J. Peláez
2026-05-01,05:38,noche,L3,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-05-01,05:44,noche,L3,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,D. Valencia
2026-05-01,05:45,noche,L1,ENV-1000,Bitácora,Paro no programado,paro por atasco en la banda de salida,D. Valencia
2026-05-01,06:27,mañana,L2,TAP-38,Bitácora,Arranque de turno,arranque normal del equipo,M. Ocampo
2026-05-01,06:56,mañana,L1,ENV-1000,HMI,Paro no programado,paro eléctrico breve,A. Quintero
2026-05-01,07:27,mañana,L3,ENV-500,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,M. Ocampo
2026-05-01,07:54,mañana,L2,TAP-38,HMI,Arranque de turno,arranque normal del equipo,M. Ocampo
2026-05-01,09:37,mañana,L1,ENV-1000,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-05-01,09:43,mañana,L1,ENV-1000,Bitácora,Arranque de turno,arranque con precalentamiento del molde,D. Valencia
2026-05-01,10:49,mañana,L2,TAP-38,HMI,Inspección de calidad,revisión dimensional de rutina,L. Betancur
2026-05-01,11:02,mañana,L3,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-05-01,11:12,mañana,L1,ENV-1000,HMI,Arranque de turno,arranque normal del equipo,A. Quintero
2026-05-01,11:18,mañana,L2,TAP-38,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-05-01,11:19,mañana,L1,ENV-1000,Bitácora,Alarma HMI,presión de inyección fuera de banda,L. Betancur
2026-05-01,12:27,mañana,L2,TAP-38,HMI,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-05-01,13:11,mañana,L3,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-05-01,13:27,mañana,L3,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,D. Valencia
2026-05-01,18:57,tarde,L1,ENV-1000,Bitácora,Paro no programado,paro por falta de resina en tolva,M. Ocampo
2026-05-01,19:33,tarde,L1,ENV-1000,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",C. Ramírez
2026-05-01,22:39,noche,L3,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,A. Quintero
2026-05-01,22:43,noche,L1,ENV-1000,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,D. Valencia
2026-05-01,23:23,noche,L1,ENV-1000,HMI,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-05-02,01:39,noche,L2,BAN-250,HMI,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-05-02,03:06,noche,L2,BAN-250,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",M. Ocampo
2026-05-02,03:54,noche,L3,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-05-02,04:03,noche,L3,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-05-02,08:11,mañana,L2,BAN-250,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-05-02,08:24,mañana,L2,BAN-250,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",A. Quintero
2026-05-02,08:40,mañana,L3,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-05-02,10:03,mañana,L2,BAN-250,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",D. Valencia
2026-05-02,10:50,mañana,L3,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,M. Ocampo
2026-05-02,12:05,mañana,L2,BAN-250,Bitácora,Ajuste de proceso,ajuste de contrapresión,L. Betancur
2026-05-02,12:06,mañana,L3,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,D. Valencia
2026-05-02,12:44,mañana,L2,BAN-250,HMI,Alarma HMI,falla de sensor de posición del husillo,J. Peláez
2026-05-02,13:07,mañana,L3,ENV-500,HMI,Alarma HMI,alarma de dosificador,M. Ocampo
2026-05-02,14:35,tarde,L2,BAN-250,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-05-02,14:49,tarde,L3,ENV-500,HMI,Alarma HMI,falla de sensor de posición del husillo,A. Quintero
2026-05-02,14:55,tarde,L1,ENV-1000,Bitácora,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-05-02,20:15,tarde,L2,BAN-250,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-05-02,20:24,tarde,L2,BAN-250,HMI,Arranque de turno,arranque con precalentamiento del molde,A. Quintero
2026-05-02,21:20,tarde,L1,ENV-1000,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-05-02,21:24,tarde,L3,ENV-500,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-05-02,21:35,tarde,L3,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,M. Ocampo
2026-05-02,21:47,tarde,L3,ENV-500,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-05-02,21:48,tarde,L3,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,C. Ramírez
2026-05-02,21:54,tarde,L1,ENV-1000,HMI,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-05-02,22:41,noche,L2,BAN-250,HMI,Alarma HMI,alarma de temperatura de zona 3,M. Ocampo
2026-05-02,22:47,noche,L2,BAN-250,HMI,Arranque de turno,arranque normal del equipo,A. Quintero
2026-05-02,23:57,noche,L2,BAN-250,HMI,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-05-03,00:09,noche,L2,BAN-250,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,D. Valencia
2026-05-03,00:13,noche,L1,ENV-500,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-05-03,04:24,noche,L2,BAN-250,Bitácora,Alarma HMI,alarma de dosificador,D. Valencia
2026-05-03,04:39,noche,L1,ENV-500,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",M. Ocampo
2026-05-03,05:36,noche,L2,BAN-250,Bitácora,Alarma HMI,alarma de dosificador,J. Peláez
2026-05-03,06:39,mañana,L3,GAL-3800,HMI,Alarma HMI,alarma de temperatura de zona 3,D. Valencia
2026-05-03,13:09,mañana,L3,GAL-3800,Bitácora,Paro no programado,paro eléctrico breve,L. Betancur
2026-05-03,14:40,tarde,L1,ENV-500,HMI,Alarma HMI,alarma de dosificador,M. Ocampo
2026-05-03,15:20,tarde,L1,ENV-500,Bitácora,Alarma HMI,alarma de temperatura de zona 3,A. Quintero
2026-05-03,15:47,tarde,L1,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,A. Quintero
2026-05-03,17:34,tarde,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-05-03,18:16,tarde,L1,ENV-500,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-05-03,18:28,tarde,L1,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-05-03,18:51,tarde,L2,BAN-250,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-05-03,19:31,tarde,L2,BAN-250,Bitácora,Paro no programado,paro por atasco en la banda de salida,A. Quintero
2026-05-03,22:17,noche,L1,ENV-500,Bitácora,Alarma HMI,alarma de temperatura de zona 3,M. Ocampo
2026-05-03,22:55,noche,L2,BAN-250,HMI,Paro no programado,paro por atasco en la banda de salida,D. Valencia
2026-05-03,23:01,noche,L1,ENV-500,HMI,Alarma HMI,alarma de temperatura de zona 3,D. Valencia
2026-05-03,23:07,noche,L2,BAN-250,HMI,Paro no programado,paro eléctrico breve,C. Ramírez
2026-05-04,02:15,noche,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-05-04,03:35,noche,L2,BAN-250,HMI,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-05-04,04:14,noche,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-05-04,05:28,noche,L2,BAN-250,HMI,Alarma HMI,presión de inyección fuera de banda,J. Peláez
2026-05-04,05:49,noche,L2,BAN-250,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,A. Quintero
2026-05-04,07:26,mañana,L1,ENV-500,Bitácora,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-05-04,07:42,mañana,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-05-04,08:16,mañana,L3,GAL-3800,HMI,Paro no programado,paro eléctrico breve,M. Ocampo
2026-05-04,08:50,mañana,L1,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,A. Quintero
2026-05-04,09:25,mañana,L2,BAN-250,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-05-04,09:27,mañana,L2,BAN-250,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-05-04,10:21,mañana,L2,BAN-250,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-05-04,12:14,mañana,L2,BAN-250,HMI,Arranque de turno,arranque normal del equipo,J. Peláez
2026-05-04,12:28,mañana,L3,GAL-3800,HMI,Paro no programado,paro eléctrico breve,M. Ocampo
2026-05-04,13:05,mañana,L1,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,C. Ramírez
2026-05-04,13:50,mañana,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-05-04,16:46,tarde,L1,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,M. Ocampo
2026-05-04,16:53,tarde,L1,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,C. Ramírez
2026-05-04,18:21,tarde,L1,ENV-500,Bitácora,Paro no programado,paro eléctrico breve,A. Quintero
2026-05-04,19:09,tarde,L1,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,J. Peláez
2026-05-04,21:27,tarde,L1,ENV-500,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",A. Quintero
2026-05-05,00:21,noche,L2,BAN-250,Bitácora,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-05-05,02:33,noche,L2,BAN-250,HMI,Arranque de turno,arranque con precalentamiento del molde,J. Peláez
2026-05-05,07:51,mañana,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-05-05,08:17,mañana,L3,GAL-3800,Bitácora,Alarma HMI,alarma de temperatura de zona 3,D. Valencia
2026-05-05,09:43,mañana,L3,GAL-3800,HMI,Alarma HMI,presión de inyección fuera de banda,C. Ramírez
2026-05-05,11:03,mañana,L3,GAL-3800,HMI,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-05-05,11:24,mañana,L3,GAL-3800,HMI,Paro no programado,paro por atasco en la banda de salida,A. Quintero
2026-05-05,11:45,mañana,L1,ENV-500,Bitácora,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-05-05,14:01,tarde,L3,GAL-3800,HMI,Alarma HMI,presión de inyección fuera de banda,D. Valencia
2026-05-05,15:52,tarde,L1,ENV-500,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-05-05,16:24,tarde,L1,ENV-500,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-05-05,18:00,tarde,L1,ENV-500,HMI,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-05-05,18:16,tarde,L3,GAL-3800,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-05-05,22:10,noche,L2,BAN-250,HMI,Paro no programado,paro por falta de resina en tolva,L. Betancur
2026-05-06,00:55,noche,L1,ENV-500,Bitácora,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-05-06,01:40,noche,L1,ENV-500,HMI,Alarma HMI,presión de inyección fuera de banda,A. Quintero
2026-05-06,02:41,noche,L2,BAN-250,HMI,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-05-06,02:59,noche,L2,BAN-250,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-05-06,04:37,noche,L1,ENV-500,HMI,Arranque de turno,arranque normal del equipo,M. Ocampo
2026-05-06,05:27,noche,L1,ENV-500,HMI,Paro no programado,paro por atasco en la banda de salida,A. Quintero
2026-05-06,06:19,mañana,L3,GAL-3800,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-05-06,07:16,mañana,L2,BAN-250,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-05-06,10:19,mañana,L3,GAL-3800,HMI,Paro no programado,paro por atasco en la banda de salida,M. Ocampo
2026-05-06,10:43,mañana,L3,GAL-3800,HMI,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-05-06,12:52,mañana,L2,BAN-250,Bitácora,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-05-06,16:27,tarde,L1,ENV-500,HMI,Ajuste de proceso,ajuste de contrapresión,M. Ocampo
2026-05-06,17:10,tarde,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,L. Betancur
2026-05-06,18:11,tarde,L1,ENV-500,HMI,Alarma HMI,falla de sensor de posición del husillo,D. Valencia
2026-05-06,19:25,tarde,L1,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,M. Ocampo
2026-05-06,20:52,tarde,L1,ENV-500,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,M. Ocampo
2026-05-07,02:59,noche,L3,GAL-3800,Bitácora,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-05-07,04:39,noche,L3,GAL-3800,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,M. Ocampo
2026-05-07,06:00,mañana,L1,ENV-500,Bitácora,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-05-07,06:30,mañana,L3,GAL-3800,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-05-07,06:35,mañana,L3,GAL-3800,HMI,Alarma HMI,alarma de dosificador,D. Valencia
2026-05-07,07:18,mañana,L2,TAP-38,HMI,Alarma HMI,alarma de temperatura de zona 3,D. Valencia
2026-05-07,09:30,mañana,L1,ENV-500,Bitácora,Paro no programado,paro por atasco en la banda de salida,M. Ocampo
2026-05-07,10:06,mañana,L2,TAP-38,Bitácora,Ajuste de proceso,ajuste de contrapresión,J. Peláez
2026-05-07,12:15,mañana,L3,GAL-3800,HMI,Arranque de turno,arranque normal del equipo,L. Betancur
2026-05-07,12:43,mañana,L1,ENV-500,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-05-07,12:54,mañana,L1,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,M. Ocampo
2026-05-07,16:09,tarde,L1,ENV-500,Bitácora,Arranque de turno,arranque con precalentamiento del molde,L. Betancur
2026-05-07,16:42,tarde,L3,GAL-3800,HMI,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-05-07,17:16,tarde,L3,GAL-3800,HMI,Paro no programado,paro eléctrico breve,M. Ocampo
2026-05-07,19:01,tarde,L3,GAL-3800,HMI,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-05-07,19:14,tarde,L3,GAL-3800,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",D. Valencia
2026-05-07,20:15,tarde,L2,TAP-38,HMI,Arranque de turno,arranque normal del equipo,D. Valencia
2026-05-07,20:25,tarde,L1,ENV-500,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",M. Ocampo
2026-05-07,20:33,tarde,L3,GAL-3800,Bitácora,Arranque de turno,arranque normal del equipo,L. Betancur
2026-05-07,21:19,tarde,L2,TAP-38,Bitácora,Paro no programado,paro por atasco en la banda de salida,C. Ramírez
2026-05-07,22:47,noche,L3,GAL-3800,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,D. Valencia
2026-05-08,00:37,noche,L3,GAL-3800,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,D. Valencia
2026-05-08,04:46,noche,L3,GAL-3800,HMI,Paro no programado,paro por falta de resina en tolva,M. Ocampo
2026-05-08,05:16,noche,L3,GAL-3800,HMI,Alarma HMI,alarma de temperatura de zona 3,D. Valencia
2026-05-08,05:55,noche,L3,GAL-3800,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",A. Quintero
2026-05-08,06:36,mañana,L3,GAL-3800,Bitácora,Inspección de calidad,revisión dimensional de rutina,M. Ocampo
2026-05-08,07:21,mañana,L1,ENV-500,HMI,Paro no programado,paro por falta de resina en tolva,M. Ocampo
2026-05-08,08:16,mañana,L3,GAL-3800,HMI,Alarma HMI,falla de sensor de posición del husillo,J. Peláez
2026-05-08,13:08,mañana,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,J. Peláez
2026-05-08,15:37,tarde,L2,TAP-38,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,J. Peláez
2026-05-08,15:38,tarde,L3,GAL-3800,HMI,Paro no programado,paro por falta de resina en tolva,J. Peláez
2026-05-08,16:14,tarde,L3,GAL-3800,HMI,Ajuste de proceso,ajuste de contrapresión,L. Betancur
2026-05-08,17:31,tarde,L1,ENV-500,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,L. Betancur
2026-05-08,17:51,tarde,L3,GAL-3800,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,J. Peláez
2026-05-08,18:34,tarde,L1,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-05-08,20:37,tarde,L2,TAP-38,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,C. Ramírez
2026-05-08,20:46,tarde,L2,TAP-38,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,D. Valencia
2026-05-08,20:54,tarde,L2,TAP-38,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-05-08,21:14,tarde,L3,GAL-3800,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,C. Ramírez
2026-05-08,21:22,tarde,L2,TAP-38,HMI,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-05-08,21:22,tarde,L2,TAP-38,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,D. Valencia
2026-05-08,21:24,tarde,L2,TAP-38,Bitácora,Ajuste de proceso,se bajó el tiempo de enfriamiento,A. Quintero
2026-05-08,22:22,noche,L3,GAL-3800,Bitácora,Ajuste de proceso,se corrigió el perfil de temperaturas,C. Ramírez
2026-05-09,00:05,noche,L3,GAL-3800,HMI,Arranque de turno,arranque normal del equipo,M. Ocampo
2026-05-09,00:39,noche,L1,ENV-500,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,C. Ramírez
2026-05-09,01:02,noche,L2,TAP-38,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",M. Ocampo
2026-05-09,02:29,noche,L3,GAL-3800,Bitácora,Alarma HMI,falla de sensor de posición del husillo,A. Quintero
2026-05-09,02:58,noche,L1,ENV-500,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,J. Peláez
2026-05-09,03:37,noche,L2,TAP-38,HMI,Inspección de calidad,revisión dimensional de rutina,J. Peláez
2026-05-09,03:42,noche,L1,ENV-500,Bitácora,Alarma HMI,presión de inyección fuera de banda,C. Ramírez
2026-05-09,04:39,noche,L1,ENV-500,Bitácora,Alarma HMI,alarma de temperatura de zona 3,A. Quintero
2026-05-09,05:40,noche,L2,TAP-38,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-05-09,06:52,mañana,L3,GAL-3800,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-05-09,07:31,mañana,L1,ENV-500,HMI,Alarma HMI,alarma de temperatura de zona 3,C. Ramírez
2026-05-09,09:40,mañana,L3,GAL-3800,HMI,Arranque de turno,arranque con precalentamiento del molde,A. Quintero
2026-05-09,10:36,mañana,L1,ENV-500,HMI,Alarma HMI,alarma de dosificador,M. Ocampo
2026-05-09,10:59,mañana,L3,GAL-3800,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-05-09,11:14,mañana,L3,GAL-3800,Bitácora,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-05-09,13:04,mañana,L3,GAL-3800,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,A. Quintero
2026-05-09,17:11,tarde,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,A. Quintero
2026-05-09,18:24,tarde,L1,ENV-500,HMI,Alarma HMI,falla de sensor de posición del husillo,L. Betancur
2026-05-09,18:56,tarde,L1,ENV-500,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-05-09,19:59,tarde,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,D. Valencia
2026-05-09,21:35,tarde,L1,ENV-500,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",J. Peláez
2026-05-09,22:06,noche,L1,ENV-500,HMI,Mantenimiento correctivo,cambio de resistencia de la zona 2,M. Ocampo
2026-05-09,22:38,noche,L2,TAP-38,HMI,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-05-09,23:03,noche,L3,GAL-3800,HMI,Ajuste de proceso,se corrigió el perfil de temperaturas,L. Betancur
2026-05-10,01:19,noche,L2,TAP-38,HMI,Paro no programado,paro por falta de resina en tolva,D. Valencia
2026-05-10,01:27,noche,L2,TAP-38,Bitácora,Inspección de calidad,revisión dimensional de rutina,A. Quintero
2026-05-10,03:35,noche,L3,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-05-10,03:51,noche,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,L. Betancur
2026-05-10,03:55,noche,L3,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-05-10,07:21,mañana,L3,ENV-500,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-05-10,08:16,mañana,L3,ENV-500,Bitácora,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-05-10,09:14,mañana,L1,ENV-1000,HMI,Ajuste de proceso,ajuste de contrapresión,L. Betancur
2026-05-10,12:12,mañana,L3,ENV-500,HMI,Arranque de turno,arranque con precalentamiento del molde,D. Valencia
2026-05-10,13:30,mañana,L1,ENV-1000,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-05-10,14:12,tarde,L2,TAP-38,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-05-10,14:12,tarde,L2,TAP-38,Bitácora,Ajuste de proceso,ajuste de contrapresión,J. Peláez
2026-05-10,20:30,tarde,L2,TAP-38,Bitácora,Paro no programado,paro por atasco en la banda de salida,J. Peláez
2026-05-10,20:39,tarde,L2,TAP-38,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-05-10,22:11,noche,L1,ENV-1000,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,D. Valencia
2026-05-10,22:14,noche,L3,ENV-500,HMI,Arranque de turno,arranque normal del equipo,C. Ramírez
2026-05-10,22:40,noche,L1,ENV-1000,HMI,Paro no programado,paro por falta de resina en tolva,C. Ramírez
2026-05-10,22:56,noche,L1,ENV-1000,Bitácora,Arranque de turno,arranque con precalentamiento del molde,A. Quintero
2026-05-10,22:56,noche,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,C. Ramírez
2026-05-11,02:14,noche,L2,TAP-38,HMI,Ajuste de proceso,ajuste de contrapresión,C. Ramírez
2026-05-11,02:54,noche,L2,TAP-38,Bitácora,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
2026-05-11,03:52,noche,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,A. Quintero
2026-05-11,04:17,noche,L2,TAP-38,HMI,Ajuste de proceso,ajuste de contrapresión,A. Quintero
2026-05-11,06:26,mañana,L2,TAP-38,Bitácora,Mantenimiento correctivo,cambio de resistencia de la zona 2,C. Ramírez
2026-05-11,06:44,mañana,L3,ENV-500,HMI,Mantenimiento correctivo,ajuste de cierre del molde,L. Betancur
2026-05-11,09:41,mañana,L2,TAP-38,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",L. Betancur
2026-05-11,10:38,mañana,L1,ENV-1000,HMI,Mantenimiento correctivo,ajuste de cierre del molde,C. Ramírez
2026-05-11,11:10,mañana,L3,ENV-500,HMI,Arranque de turno,"el molde arrancó por debajo de temperatura, primeras piezas con rebaba",J. Peláez
2026-05-11,11:18,mañana,L3,ENV-500,Bitácora,Mantenimiento correctivo,ajuste de cierre del molde,M. Ocampo
2026-05-11,11:40,mañana,L1,ENV-1000,HMI,Inspección de calidad,revisión dimensional de rutina,D. Valencia
2026-05-11,11:41,mañana,L1,ENV-1000,Bitácora,Alarma HMI,alarma de temperatura de zona 3,L. Betancur
2026-05-11,11:54,mañana,L3,ENV-500,HMI,Arranque de turno,arranque con precalentamiento del molde,M. Ocampo
2026-05-11,11:55,mañana,L2,TAP-38,HMI,Alarma HMI,alarma de dosificador,M. Ocampo
2026-05-11,12:05,mañana,L1,ENV-1000,HMI,Ajuste de proceso,se bajó el tiempo de enfriamiento,J. Peláez
2026-05-11,12:40,mañana,L2,TAP-38,Bitácora,Paro no programado,paro por atasco en la banda de salida,M. Ocampo
2026-05-11,13:44,mañana,L2,TAP-38,HMI,Inspección de calidad,muestreo de peso conforme al plan,L. Betancur
